episode,reward
1,4.263273400747625
2,5.795526811269018
3,7.298591343134833
4,3.728209605085811
5,5.042117257270722
6,3.1004136692390114
7,4.854081382384585
8,2.7508775889443475
9,7.720850240257821
10,7.800407547382138
11,2.8724315649924206
12,-3.7591627034672035
13,4.78332717732443
14,4.825127122384639
15,1.6622288509489254
16,2.198341206968613
17,2.316364227754264
18,-1.2894172653633698
19,4.141194435413649
20,4.172696655061271
21,4.734644624823882
22,5.1292872652571795
23,5.295647659612763
24,1.8002320665422702
25,4.702514318370648
26,-0.2870864664479636
27,6.707383328536134
28,8.207038685555247
29,-0.19264947460694615
30,-2.590409095353394
31,3.846694652128746
32,6.219619679029034
33,6.6256169791925945
34,1.8499263312078618
35,6.762132899771767
36,1.8250387867189086
37,-0.8738591873668149
38,1.7117253570626367
39,7.22124959127286
40,-2.3487654111042584
41,5.870419790036564
42,5.770097327643396
43,-0.27494255501632825
44,8.241723152262148
45,1.850079395267493
46,1.7050131775147759
47,-0.25668875446944006
48,5.244991570016827
49,4.19707650497377
50,6.3135442687598085
51,1.7706695645425157
52,6.720508918780714
53,2.15552797252012
54,3.743082935595412
55,6.163875011693034
56,-0.27269770490083756
57,3.7317602590389756
58,4.655355577845944
59,4.666320634696995
60,7.326640650793143
61,4.334752285523237
62,4.252418433507552
63,6.841818002770691
64,6.249637267886369
65,8.827501984004268
66,6.7055403844059445
67,6.344752110684928
68,6.205687050144494
69,0.797796272464447
70,5.656241887862132
71,2.773238198514373
72,4.432395839599163
73,4.18986639297259
74,4.196431546347767
75,2.7857284822311295
76,6.182678529665749
77,8.285455788041503
78,4.843842327042155
79,4.2604885866576785
80,5.1674960924595394
81,4.251183040601513
82,6.282198899403982
83,0.28787507018337855
84,2.3218490465681825
85,4.0654725111798555
86,6.141741342058489
87,5.616290415210004
88,7.077572631325094
89,8.782162454501332
90,8.32230786553874
91,1.7750736472579327
92,0.3403508722508255
93,5.628999785174203
94,3.6207621829641825
95,6.355107943494032
96,4.195248039699221
97,0.8264142751106597
98,0.8011123827681629
99,4.198284841290801
100,4.2483283429515595
101,8.305002002888171
102,6.134535034276677
103,2.3358896532189117
104,5.8399745871273545
105,2.1246701938089076
106,8.165631907460382
107,4.145028404209085
108,0.7310474180855877
109,6.284618851843372
110,-0.7654163011967388
111,0.6782108777511089
112,6.277355616694092
113,4.313675853547879
114,4.093706349310321
115,4.382122799377626
116,-1.3179389909633437
117,2.230831611290017
118,2.188133640243713
119,6.186460262572036
120,0.7141160847063219
121,6.662472102673358
122,6.799336956189931
123,8.189792902347051
124,8.179556344310392
125,-4.807584462425094
126,4.163607737903178
127,-1.7366139019598232
128,4.365391678312376
129,4.366990716890363
130,4.3227191663977
131,6.670692590259686
132,7.191023219756643
133,4.312847737813232
134,6.736687815151615
135,6.256618410595727
136,4.326200940412495
137,3.34644679321228
138,7.716178244941773
139,5.842487930293808
140,5.757198362663178
141,3.808111661580236
142,8.254553223244397
143,6.276653203165926
144,8.209723548136953
145,-1.7264542397333402
146,4.147232362547452
147,0.24662748715022131
148,6.379650036929933
149,6.308275952410453
150,4.452863096301378
151,6.750263772241706
152,4.668990369695537
153,8.225619688726837
154,3.8612602931055404
155,3.691893476377009
156,2.229225503963706
157,6.2971593467511635
158,6.2351847825987985
159,3.8157402954008983
160,7.817355338185157
161,7.169570344126617
162,-2.757763432016121
163,5.902899007405538
164,5.6608822164204895
165,1.6033686676963539
166,6.177625578545273
167,2.2128652944505416
168,7.752325551283906
169,-2.253936802471131
170,8.115158152034013
171,5.788742444376313
172,5.960211409456157
173,4.240134329285792
174,6.720638937429671
175,2.2292320942197703
176,7.916651938328865
177,4.291943135344871
178,4.1983467842679705
179,4.182753679297061
180,8.234882593938323
181,6.812463693119727
182,2.1802671799049174
183,6.264067361001985
184,4.138177852109338
185,4.281093237693647
186,6.359928331147032
187,8.215300783259437
188,8.684399126390154
189,2.379613746826255
190,8.220329111423643
191,5.744528784301955
192,5.301109258921024
193,-0.2545681820798559
194,2.1976944000546976
195,5.139567664200558
196,-1.6956222621026273
197,2.296074705316026
198,5.623243233459816
199,6.301748701942917
200,5.7689428772621865
201,5.821822329224909
202,1.8164550024409278
203,6.261862012272244
204,6.374191118928145
205,1.91386466467758
206,3.7083790216112247
207,5.772579112832019
208,6.16809383500013
209,5.240474583080198
210,2.3808401333891913
211,-3.731731439813029
212,6.284504760850734
213,6.097389059412812
214,-9.121989424537913
215,6.797123432869388
216,-3.2283810042133068
217,6.696862572280123
218,8.339677945115097
219,8.259499741349952
220,8.26132027458761
221,5.251791272637244
222,6.255547147557089
223,7.717020817477454
224,4.350890919837414
225,5.758025536357616
226,6.7797034703664565
227,7.846153762199698
228,3.708133558564413
229,4.2816352594009235
230,6.28401617534257
231,4.266458347014263
232,4.088350775121824
233,2.3057260975101417
234,8.192744938967738
235,6.600693763941442
236,6.2044634944847346
237,3.1905862622160375
238,4.0315808018478485
239,4.0794299343335
240,6.209205791037209
241,4.217003429800387
242,1.7150446934108194
243,6.215049251754534
244,2.3240028705434206
245,8.293593311420887
246,4.172349636279567
247,4.68673037260352
248,3.68067439987952
249,6.226763998526797
250,6.158246706670489
251,6.235564275882721
252,4.679115154071738
253,4.252242636961098
254,6.735116238493244
255,7.717483702838236
256,0.3194187266266535
257,2.2394056825057023
258,2.2197750581539237
259,0.3007613537095417
260,6.1557350054887
261,3.324199229022155
262,4.208577690526424
263,4.306342727104036
264,0.7553099016891285
265,8.439846526763034
266,6.756623993996162
267,8.22395915560582
268,7.87266303652088
269,5.843321944692709
270,7.932798591274103
271,6.249437595679964
272,5.920019432482037
273,1.6993193408954947
274,3.856500220681032
275,4.177638328053676
276,0.23693404014216402
277,3.2980462411223788
278,2.7453687124163073
279,3.8559050274478164
280,-2.323913238707582
281,3.749376806465696
282,2.182556968410598
283,4.430040976131229
284,6.272535611264389
285,1.2719738993216025
286,2.2389020169091123
287,6.775698896248422
288,2.678570768915804
289,6.315076932165669
290,3.823676071622569
291,3.1518171880652
292,5.756346875422192
293,-3.2883686700929586
294,4.7532921438999605
295,-2.8864536284047766
296,2.2935837410045887
297,8.164167624694596
298,4.250762448998246
299,6.245528875491794
300,1.677692839590588
301,0.2500839705706668
302,2.317773357413964
303,3.8264063796016012
304,1.8822282410981415
305,5.764034713580017
306,4.227614268025254
307,2.376906029323112
308,1.7086224081272443
309,-0.790906438288548
310,8.313831603338944
311,2.2379407138577045
312,4.170042978638753
313,5.704747197145296
314,3.7717894234826983
315,6.156271336205816
316,5.872643530667341
317,-0.4352864744246072
318,8.291714750918029
319,-2.7033315188442604
320,6.115470868026899
321,6.317048366141186
322,3.68020996950605
323,6.670106800324748
324,0.2923218556387476
325,1.8232926395643108
326,2.2741487670607703
327,6.228169210281896
328,2.3074720268003244
329,4.392238004250044
330,6.094766487982949
331,-0.3751531241046323
332,6.227551857674228
333,2.248987955703171
334,5.707603022781967
335,3.4151875398862583
336,4.273663602766652
337,2.082116832158272
338,1.0833403183539059
339,6.2527625405730225
340,2.2216214859366286
341,5.796814393117713
342,8.229389355201327
343,2.307337025945511
344,4.302524155379523
345,-2.313555642276388
346,4.248266049074804
347,5.2000711774534105
348,3.771547598797423
349,0.6868469525478886
350,7.266627095663829
351,3.2759904798565187
352,5.310488963235265
353,2.215329873323613
354,2.349085738558985
355,4.276188680494781
356,6.289460066406554
357,4.796176636648305
358,3.693109116799736
359,5.227136892763909
360,7.791292227719897
361,4.736166905216912
362,3.7108956064735263
363,6.195389030397393
364,2.399817460642948
365,1.746814779941718
366,2.1064408312129332
367,3.893020138806336
368,4.157112025907107
369,2.328118879909465
370,-3.6931996105337053
371,6.291678266347726
372,2.13320977731175
373,2.210246041033605
374,3.6775093951514126
375,4.250885456959978
376,3.7561067575232134
377,2.6843914842476653
378,6.289409550963324
379,6.1810339583992455
380,-0.4125531057012666
381,8.181362644057586
382,4.296235764760587
383,4.274963090473227
384,1.6714175249410381
385,4.2818782406847005
386,6.185051435427125
387,2.2197198768415793
388,4.713411459720746
389,2.2448577470583526
390,0.6961913754115039
391,6.76321062116386
392,0.12309624508062056
393,6.8511825800482375
394,6.231413617993637
395,-1.794481806408551
396,4.319673842864814
397,8.290693110707036
398,4.275025015379102
399,2.313795489249261
400,8.344413587020728
401,6.226706422790068
402,2.139207058272369
403,5.354766518242532
404,8.273367027364348
405,-1.6870106006079335
406,4.297657640816789
407,6.8474221608098995
408,5.296196585747257
409,1.7784338312257841
410,5.274791451702951
411,6.743476686318691
412,4.138736180769319
413,1.7210764953058029
414,6.24456372709774
415,4.1471775723584
416,6.658757929054126
417,6.23875600425788
418,4.209900415863496
419,6.192591426871256
420,-0.3489025124564733
421,7.644672903288484
422,4.288335852498277
423,6.38590596803753
424,8.215888711984599
425,6.192730143200182
426,6.236498918879004
427,6.251795150327521
428,5.757978951156508
429,2.1725826882632617
430,6.2235507045707035
431,4.350475107937553
432,3.7289446333617198
433,2.220867867267942
434,4.658953574052957
435,3.6858913184306012
436,4.717694805394273
437,3.7448418351979647
438,5.827324646637113
439,7.269729154050488
440,6.283806776032877
441,1.7431837862428883
442,1.8138007544563646
443,-2.3014649780354723
444,4.226501165224759
445,6.359731879174001
446,4.676658859989424
447,6.112589702449299
448,6.74512062229123
449,5.88093024036368
450,8.358336916076944
451,4.140730047143692
452,4.286342107826645
453,4.242821205852898
